"","State","County","FIPS","zip5","NAICSDESCR","long","lat","phone_loc","level","specialty","license","Name","Owner"
"229","IA","Buchanan","19019",50648,"AMBULANCE SERVICES, AIR OR GROUND",-92.0618374,42.4771135,"YES","EMT PARAMEDIC","NOT AVAILABLE","NOT AVAILABLE","JESUP AMBULANCE SERVICE","CITY/MUNICIPAL"
"230","IA","Mahaska","19123",52577,"AMBULANCE SERVICES, AIR OR GROUND",-92.6353922,41.1813508,"YES","BASIC","NOT AVAILABLE","NOT AVAILABLE","EDDYVILLE RACEWAY PARK EMERGENCY MEDICAL SERVICES","TEMPORARY"
"231","IA","Linn","19113",52404,"AMBULANCE AND FIRE SERVICE COMBINED",-91.6751713,41.9297987,"NO","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","CEDAR RAPIDS FIRE DEPARTMENT STATION 2","NOT AVAILABLE"
"232","IA","Cherokee","19035",51049,"AMBULANCE AND FIRE SERVICE COMBINED",-95.6417413,42.6293117,"YES","EMT BASIC","NOT AVAILABLE","NOT AVAILABLE","QUIMBY FIRE DEPARTMENT","FIRE"
"233","IA","Clayton","19043",52048,"AMBULANCE AND FIRE SERVICE COMBINED",-91.2668798,42.7440161,"YES","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","GARBER FIRE DEPARTMENT","LOCAL"
"234","IA","Webster","19187",50501,"AMBULANCE AND FIRE SERVICE COMBINED",-94.1771784,42.5058825,"YES","EMT PARAMEDIC","NOT AVAILABLE","NOT AVAILABLE","FORT DODGE FIRE DEPARTMENT","FIRE"
"235","IA","Harrison","19085",51529,"FIRE AND RESCUE SERVICE",-95.5996401,41.8540461,"NO","EMT INTERMEDIATE","NOT AVAILABLE","NOT AVAILABLE","DUNLAP FIRE AND RESCUE","FIRE"
"236","IA","Buchanan","19019",50629,"AMBULANCE AND FIRE SERVICE COMBINED",-92.0478168,42.6384997,"YES","EMT BASIC","NOT AVAILABLE","NOT AVAILABLE","FAIRBANK FIRE DEPARTMENT","FIRE"
"237","IA","Black Hawk","19013",50701,"FIRE AND RESCUE SERVICE",-92.3773058,42.4954758,"YES","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","WATERLOO FIRE AND RESCUE STATION 4","NOT AVAILABLE"
"238","IA","Poweshiek","19157",50171,"AMBULANCE AND FIRE SERVICE COMBINED",-92.5219838,41.5856446,"YES","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","MONTEZUMA FIRE DEPARTMENT","NOT AVAILABLE"
"239","IA","Polk","19153",50312,"FIRE AND RESCUE SERVICE",-93.6739436,41.5903136,"YES","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","DES MOINES FIRE AND RESCUE DEPARTMENT STATION 5","NOT AVAILABLE"
"240","IA","Obrien","19141",51046,"AMBULANCE AND FIRE SERVICE COMBINED",-95.6903987,42.9807307,"YES","EMT BASIC","NOT AVAILABLE","NOT AVAILABLE","PAULLINA FIRE AND AMBULANCE SERVICE","CITY/MUNICIPAL"
"241","IA","Clay","19041",51357,"FIRE AND RESCUE SERVICE",-95.2861038,43.0647455,"NO","EMT INTERMEDIATE","NOT AVAILABLE","NOT AVAILABLE","ROYAL FIRE AND RESCUE","FIRE"
"242","IA","Worth","19195",50446,"AMBULANCE AND FIRE SERVICE COMBINED",-93.4544259,43.3630158,"YES","EMT BASIC","NOT AVAILABLE","NOT AVAILABLE","JOICE FIRE DEPARTMENT","FIRE"
"243","IA","Polk","19153",50309,"FIRE FIGHTER TRAINING SCHOOLS",-93.5976456,41.5840037,"NO","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","DES MOINES FIRE AND RESCUE DEPARTMENT - TRAINING FACILITY","NOT AVAILABLE"
"244","IA","Johnson","19103",52235,"AMBULANCE AND FIRE SERVICE COMBINED",-91.5345171,41.5551346,"YES","EMT BASIC","NOT AVAILABLE","NOT AVAILABLE","HILLS FIRE DEPARTMENT","FIRE"
"245","IA","Crawford","19047",51461,"AMBULANCE AND FIRE SERVICE COMBINED",-95.4363254,42.1642654,"YES","EMT BASIC","NOT AVAILABLE","NOT AVAILABLE","SCHLESWIG FIRE DEPARTMENT","FIRE"
"246","IA","Harrison","19085",51563,"FIRE AND RESCUE SERVICE",-95.5692457,41.5797826,"NO","EMT INTERMEDIATE","NOT AVAILABLE","NOT AVAILABLE","PERSIA FIRE AND RESCUE","FIRE"
"247","IA","Shelby","19165",51562,"FIRE AND RESCUE SERVICE",-95.4772522,41.7289074,"YES","EMT PARAMEDIC","NOT AVAILABLE","NOT AVAILABLE","PANAMA / WASHINGTON TOWNSHIP FIRE AND RESCUE","FIRE"
"248","IA","Pottawattamie","19155",51521,"FIRE AND RESCUE SERVICE",-95.3389076,41.4778456,"YES","EMT INTERMEDIATE","NOT AVAILABLE","NOT AVAILABLE","AVOCA VOLUNTEER FIRE AND RESCUE DEPARTMENT","FIRE"
"249","IA","Muscatine","19139",52766,"AMBULANCE AND FIRE SERVICE COMBINED",-91.3102014,41.4808479,"YES","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","NICHOLS FIRE DEPARTMENT","NOT AVAILABLE"
"250","IA","Linn","19113",52328,"AMBULANCE AND FIRE SERVICE COMBINED",-91.6674696,42.0705695,"YES","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","ROBINS FIRE DEPARTMENT","LOCAL"
"251","IA","Cedar","19031",52358,"AMBULANCE AND FIRE SERVICE COMBINED",-91.3439466,41.6710383,"NO","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","WEST BRANCH FIRE DEPARTMENT","LOCAL"
"252","IA","Washington","19183",52540,"AMBULANCE AND FIRE SERVICE COMBINED",-91.8210181,41.1746919,"YES","FIRST RESPONDER","NOT AVAILABLE","NOT AVAILABLE","BRIGHTON VOLUNTEER FIRE DEPARTMENT / BRIGHTON FIRST RESPONDERS","CITY/MUNICIPAL"
"253","IA","Hardin","19083",50627,"AMBULANCE SERVICES, AIR OR GROUND",-93.1150345,42.3598048,"YES","EMT PARAMEDIC","NOT AVAILABLE","NOT AVAILABLE","ELDORA EMERGENCY MEDICAL SERVICES","CITY/MUNICIPAL"
"254","IA","Clayton","19043",52072,"AMBULANCE AND FIRE SERVICE COMBINED",-91.3865955,42.9279754,"YES","FIRST RESPONDER","NOT AVAILABLE","NOT AVAILABLE","SAINT OLAF FIRE DEPARTMENT","CITY/MUNICIPAL"
"255","IA","Grundy","19075",50638,"AMBULANCE SERVICES, AIR OR GROUND",-92.7709611,42.3626639,"NO","EMT INTERMEDIATE","NOT AVAILABLE","NOT AVAILABLE","CITY OF GRUNDY CENTER AMBULANCE","CITY/MUNICIPAL"
"256","IA","Floyd","19067",50653,"AMBULANCE SERVICES, AIR OR GROUND",-92.8680959,42.9639439,"NO","EMT BASIC","NOT AVAILABLE","NOT AVAILABLE","MARBLE ROCK FIRST RESPONDERS SERVICE","FIRE"
"257","IA","Bremer","19017",50622,"AMBULANCE SERVICES, AIR OR GROUND",-92.3389838,42.6717123,"YES","EMT PARAMEDIC","NOT AVAILABLE","NOT AVAILABLE","DENVER AMBULANCE SERVICE","CITY/MUNICIPAL"
"258","IA","Mitchell","19131",50472,"RESCUE SERVICES, MEDICAL",-92.9196581,43.3787341,"NO","EMT INTERMEDIATE","NOT AVAILABLE","NOT AVAILABLE","SAINT ANSGAR RESCUE SERVICE","COUNTY/PRIVATE"
"259","IA","Kossuth","19109",50451,"AMBULANCE SERVICES, AIR OR GROUND",-94.0927363,43.3779845,"NO","EMT BASIC","NOT AVAILABLE","NOT AVAILABLE","LAKOTA AMBULANCE SERVICE","FIRE"
"260","IA","Kossuth","19109",50480,"AMBULANCE SERVICES, AIR OR GROUND",-94.0411264,43.2373628,"YES","EMT BASIC","NOT AVAILABLE","NOT AVAILABLE","TITONKA AMBULANCE SERVICE","FIRE"
"261","IA","Wright","19197",50071,"AMBULANCE SERVICES, AIR OR GROUND",-93.5001405,42.6558443,"NO","EMT INTERMEDIATE","NOT AVAILABLE","NOT AVAILABLE","DOWS AMBULANCE SERVICE","CITY/MUNICIPAL"
"262","IA","Black Hawk","19013",50613,"AMBULANCE AND FIRE SERVICE COMBINED",-92.454399,42.5614602,"YES","EMT BASIC","NOT AVAILABLE","NOT AVAILABLE","CEDAR FALLS FIRE DEPARTMENT STATION 2","FIRE"
"263","IA","Bremer","19017",50668,"AMBULANCE SERVICES, AIR OR GROUND",-92.2256563,42.7008947,"YES","EMT BASIC","NOT AVAILABLE","NOT AVAILABLE","READLYN FIRST RESPONDERS","CITY/MUNICIPAL"
"264","IA","Clayton","19043",52077,"AMBULANCE SERVICES, AIR OR GROUND",-91.5424973,42.8014123,"NO","EMT BASIC","NOT AVAILABLE","NOT AVAILABLE","VOLGA FIRST RESPONDERS","CITY/MUNICIPAL"
"265","IA","Chickasaw","19037",50603,"AMBULANCE SERVICES, AIR OR GROUND",-92.4165799,43.1993803,"NO","EMT PARAMEDIC","NOT AVAILABLE","NOT AVAILABLE","CHICKASAW AMBULANCE SERVICE - ALTA VISTA","PRIVATE"
"266","IA","Wright","19197",50533,"AMBULANCE SERVICES, AIR OR GROUND",-93.8989936,42.6639208,"YES","EMT PARAMEDIC","NOT AVAILABLE","NOT AVAILABLE","EAGLE GROVE DEPARTMENT OF EMERGENCY MEDICAL SERVICES","CITY/MUNICIPAL"
"267","IA","Hancock","19081",50423,"AMBULANCE SERVICES, AIR OR GROUND",-93.8033122,43.0966234,"YES","EMT PARAMEDIC","NOT AVAILABLE","NOT AVAILABLE","WEST HANCOCK AMBULANCE SERVICE","COUNTY/PRIVATE"
"268","IA","Muscatine","19139",52778,"AMBULANCE SERVICES, AIR OR GROUND",-91.0130389,41.5894962,"YES","FIRST RESPONDER","NOT AVAILABLE","NOT AVAILABLE","WILTON FIRST RESPONDERS","CITY/MUNICIPAL"
"269","IA","Pocahontas","19151",50581,"AMBULANCE SERVICES, AIR OR GROUND",-94.5268273,42.8134901,"NO","EMT BASIC","NOT AVAILABLE","NOT AVAILABLE","ROLFE AREA AMBULANCE","CITY/MUNICIPAL"
"270","IA","Plymouth","19149",51050,"AMBULANCE SERVICES, AIR OR GROUND",-95.9715726,42.8157107,"YES","EMT PARAMEDIC","NOT AVAILABLE","NOT AVAILABLE","REMSEN AMBULANCE SERVICE","CITY/MUNICIPAL"
"271","IA","Howard","19089",52136,"AMBULANCE SERVICES, AIR OR GROUND",-92.1179437,43.3814245,"NO","BASIC","NOT AVAILABLE","NOT AVAILABLE","CRESCO FIRST RESPONDERS","COUNTY"
"272","IA","Fayette","19065",50681,"AMBULANCE SERVICES, AIR OR GROUND",-91.995393,42.7698413,"YES","FIRST RESPONDER","NOT AVAILABLE","NOT AVAILABLE","WESTGATE FIRST RESPONDERS","CITY/MUNICIPAL"
"273","IA","Story","19169",50248,"AMBULANCE SERVICES, AIR OR GROUND",-93.5939785,42.1898524,"YES","EMT PARAMEDIC","NOT AVAILABLE","NOT AVAILABLE","STORY CITY AMBULANCE SERVICE","CITY/MUNICIPAL"
"274","IA","Monona","19133",51060,"AMBULANCE SERVICES, AIR OR GROUND",-95.705481,42.0499153,"YES","EMT INTERMEDIATE","NOT AVAILABLE","NOT AVAILABLE","UTE AMBULANCE SERVICE","CITY/MUNICIPAL"
"275","IA","Butler","19023",50602,"AMBULANCE SERVICES, AIR OR GROUND",-92.8025403,42.756741,"YES","EMT BASIC","NOT AVAILABLE","NOT AVAILABLE","ALLISON BRISTOW AMBULANCE","CITY/MUNICIPAL"
"276","IA","Polk","19153",50320,"FIRE AND RESCUE SERVICE",-93.577907,41.5306673,"YES","EMT PARAMEDIC","NOT AVAILABLE","NOT AVAILABLE","DES MOINES FIRE AND RESCUE DEPARTMENT STATION 10","FIRE"
"277","IA","Polk","19153",50313,"AMBULANCE SERVICES, AIR OR GROUND",-93.6154444,41.6473612,"YES","EMT PARAMEDIC","NOT AVAILABLE","NOT AVAILABLE","FRASER MEDICAL SERVICES","PRIVATE"
"278","IA","Polk","19153",50309,"AMBULANCE SERVICES, AIR OR GROUND",-93.6208425,41.5937409,"YES","EMT PARAMEDIC","NOT AVAILABLE","NOT AVAILABLE","MERCY SCHOOL OF EMERGENCY MEDICAL SERVICES","PRIVATE"
"279","IA","Linn","19113",52213,"AMBULANCE SERVICES, AIR OR GROUND",-91.7840878,42.1942189,"YES","EMT PARAMEDIC","NOT AVAILABLE","NOT AVAILABLE","CENTER POINT AMBULANCE SERVICE","PRIVATE"
"280","IA","Obrien","19141",51245,"AMBULANCE SERVICES, AIR OR GROUND",-95.6248842,43.0847483,"YES","EMT BASIC","NOT AVAILABLE","NOT AVAILABLE","PRIMGHAR AMBULANCE","CITY/MUNICIPAL"
"281","IA","Pocahontas","19151",50540,"AMBULANCE SERVICES, AIR OR GROUND",-94.8467897,42.5814449,"NO","EMT BASIC","NOT AVAILABLE","NOT AVAILABLE","FONDA AMBULANCE SERVICE","COUNTY"
"282","IA","Shelby","19165",51527,"FIRE AND RESCUE SERVICE",-95.3409369,41.8248343,"YES","EMT INTERMEDIATE","NOT AVAILABLE","NOT AVAILABLE","DEFIANCE FIRE AND RESCUE","FIRE"
"283","IA","Washington","19183",52201,"FIRE AND RESCUE SERVICE",-91.5578101,41.2879852,"YES","FIRST RESPONDER","NOT AVAILABLE","NOT AVAILABLE","AINSWORTH FIRE RESCUE","FIRE"
"284","IA","Jasper","19099",50028,"AMBULANCE AND FIRE SERVICE COMBINED",-93.1512097,41.8249399,"YES","EMT INTERMEDIATE","NOT AVAILABLE","NOT AVAILABLE","BAXTER FIRE DEPARTMENT","CITY/MUNICIPAL"
"285","IA","Ida","19093",51006,"AMBULANCE SERVICES, AIR OR GROUND",-95.5978745,42.3161098,"YES","EMT INTERMEDIATE","NOT AVAILABLE","NOT AVAILABLE","BATTLE CREEK COMMUNITY AMBULANCE SERVICE","CITY/MUNICIPAL"
"286","IA","Muscatine","19139",52720,"AMBULANCE AND FIRE SERVICE COMBINED",-91.1655855,41.5707132,"YES","EMT BASIC","NOT AVAILABLE","NOT AVAILABLE","ATALISSA VOLUNTEER FIRE DEPARTMENT","FIRE"
"287","IA","Benton","19011",52318,"FIRE AND RESCUE SERVICE",-91.9216864,41.9021555,"YES","EMT INTERMEDIATE","NOT AVAILABLE","NOT AVAILABLE","NORWAY FIRE AND RESCUE","FIRE"
"288","IA","Grundy","19075",50621,"AMBULANCE AND FIRE SERVICE COMBINED",-92.8738877,42.2255503,"YES","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","CONRAD VOLUNTEER FIRE DEPARTMENT","LOCAL"
"289","IA","Polk","19153",50316,"FIRE AND RESCUE SERVICE",-93.6051103,41.6270302,"YES","EMT PARAMEDIC","NOT AVAILABLE","NOT AVAILABLE","DES MOINES FIRE AND RESCUE DEPARTMENT STATION 7","FIRE"
"290","IA","Hardin","19083",50601,"AMBULANCE SERVICES, AIR OR GROUND",-93.055765,42.5537321,"NO","EMT PARAMEDIC","NOT AVAILABLE","NOT AVAILABLE","ACKLEY VOLUNTEER AMBULANCE SERVICE","CITY/MUNICIPAL"
"291","IA","Benton","19011",52209,"AMBULANCE SERVICES, AIR OR GROUND",-92.08311,41.9105121,"YES","EMT PARAMEDIC","NOT AVAILABLE","NOT AVAILABLE","BLAIRSTOWN AMBULANCE SERVICE","CITY/MUNICIPAL"
"292","IA","Obrien","19141",51009,"AMBULANCE AND FIRE SERVICE COMBINED",-95.5504937,42.946685,"NO","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","CALUMET VOLUNTEER FIRE DEPARTMENT","LOCAL"
"293","IA","Shelby","19165",51570,"FIRE AND RESCUE SERVICE",-95.4514562,41.5160458,"YES","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","SHELBY FIRE AND RESCUE","LOCAL"
"294","IA","Linn","19113",52402,"AMBULANCE AND FIRE SERVICE COMBINED",-91.6390988,42.0432312,"YES","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","CEDAR RAPIDS FIRE DEPARTMENT STATION 9","NOT AVAILABLE"
"295","IA","Dallas","19049",50070,"FIRE AND RESCUE SERVICE",-94.2249595,41.5185876,"YES","EMT BASIC","NOT AVAILABLE","NOT AVAILABLE","DEXTER VOLUNTEER FIRE AND RESCUE","FIRE"
"296","IA","Worth","19195",50456,"AMBULANCE AND FIRE SERVICE COMBINED",-93.2053721,43.2844308,"YES","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","MANLY VOLUNTEER FIRE DEPARTMENT","LOCAL"
"297","IA","Jasper","19099",50153,"AMBULANCE AND FIRE SERVICE COMBINED",-92.7830103,41.578786,"YES","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","LYNNVILLE FIRE DEPARTMENT","LOCAL"
"298","IA","Crawford","19047",51442,"AMBULANCE AND FIRE SERVICE COMBINED",-95.3558784,42.0181407,"YES","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","DENISON FIRE DEPARTMENT","LOCAL"
"299","IA","Cass","19029",50274,"AMBULANCE AND FIRE SERVICE COMBINED",-94.8875512,41.4009331,"YES","FIRST RESPONDER","NOT AVAILABLE","NOT AVAILABLE","WIOTA FIRE DEPARTMENT","FIRE"
"300","IA","Hardin","19083",50126,"AMBULANCE AND FIRE SERVICE COMBINED",-93.2703938,42.5145996,"YES","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","IOWA FALLS FIRE DEPARTMENT / IOWA FALLS AMBULANCE SERVICE","LOCAL"
"301","IA","Butler","19023",50665,"AMBULANCE SERVICES, AIR OR GROUND",-92.77495,42.5695894,"NO","EMT INTERMEDIATE","NOT AVAILABLE","NOT AVAILABLE","PARKERSBURG AMBULANCE SERVICE","CITY/MUNICIPAL"
"302","IA","Marion","19125",50219,"AMBULANCE SERVICES, AIR OR GROUND",-92.9161017,41.4046064,"YES","EMT PARAMEDIC","NOT AVAILABLE","NOT AVAILABLE","PELLA COMMUNITY AMBULANCE","CITY/MUNICIPAL"
"303","IA","Cass","19029",50853,"AMBULANCE AND FIRE SERVICE COMBINED",-94.7691548,41.2535653,"YES","EMT BASIC","NOT AVAILABLE","NOT AVAILABLE","MASSENA FIRE DEPARTMENT","FIRE"
"304","IA","Iowa","19095",52361,"AMBULANCE AND FIRE SERVICE COMBINED",-92.0063852,41.6689574,"YES","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","WILLIAMSBURG FIRE DEPARTMENT","LOCAL"
"305","IA","Hancock","19081",50430,"AMBULANCE AND FIRE SERVICE COMBINED",-93.9561754,42.9926544,"NO","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","CORWITH VOLUNTEER FIRE DEPARTMENT","NOT AVAILABLE"
"306","IA","Sac","19161",51458,"AMBULANCE AND FIRE SERVICE COMBINED",-95.2525811,42.3123798,"YES","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","ODEBOLT FIRE DEPARTMENT","NOT AVAILABLE"
"307","IA","Marshall","19127",50234,"AMBULANCE AND FIRE SERVICE COMBINED",-93.1867773,41.9263334,"NO","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","RHODES FIRE DEPARTMENT","NOT AVAILABLE"
"308","IA","Montgomery","19137",51532,"AMBULANCE AND FIRE SERVICE COMBINED",-95.1621424,41.1495452,"NO","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","ELLIOTT VOLUNTEER FIRE DEPARTMENT","NOT AVAILABLE"
"309","IA","Hardin","19083",50258,"AMBULANCE AND FIRE SERVICE COMBINED",-93.0628366,42.2449269,"YES","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","UNION TOWNSHIP VOLUNTEER FIRE DEPARTMENT","NOT AVAILABLE"
"310","IA","Polk","19153",50131,"AMBULANCE AND FIRE SERVICE COMBINED",-93.7121036,41.688666,"YES","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","CAMP DODGE FIRE DEPARTMENT","NOT AVAILABLE"
"311","IA","Monona","19133",51572,"AMBULANCE AND FIRE SERVICE COMBINED",-95.7796454,41.9848634,"NO","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","JORDAN - SOLDIER VOLUNTEER FIRE DEPARTMENT","NOT AVAILABLE"
"312","IA","Hancock","19081",50438,"AMBULANCE AND FIRE SERVICE COMBINED",-93.6027817,43.1002003,"YES","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","GARNER CITY VOLUNTEER FIRE DEPARTMENT","NOT AVAILABLE"
"313","IA","Wright","19197",50599,"AMBULANCE AND FIRE SERVICE COMBINED",-93.843479,42.5667051,"NO","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","WOOLSTOCK COMMUNITY FIRE DEPARTMENT","NOT AVAILABLE"
"314","IA","Carroll","19027",50058,"AMBULANCE SERVICES, AIR OR GROUND",-94.6763577,41.8705497,"YES","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","CARROLL COUNTY AMBULANCE SERVICE - COON RAPIDS","NOT AVAILABLE"
"315","IA","Carroll","19027",51455,"AMBULANCE SERVICES, AIR OR GROUND",-95.0659893,41.9068399,"YES","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","CARROLL COUNTY AMBULANCE SERVICE - MANNING","NOT AVAILABLE"
"316","IA","Carroll","19027",51401,"AMBULANCE AND FIRE SERVICE COMBINED",-94.8475027,42.0660589,"YES","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","CITY OF CARROLL FIRE DEPARTMENT","NOT AVAILABLE"
"317","IA","Clayton","19043",52156,"AMBULANCE AND FIRE SERVICE COMBINED",-91.451853,43.0599472,"NO","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","LUANA VOLUNTEER FIRE DEPARTMENT","LOCAL"
"318","IA","Hardin","19083",50601,"AMBULANCE AND FIRE SERVICE COMBINED",-93.055365,42.5544215,"NO","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","ACKLEY VOLUNTEER FIRE DEPARTMENT","LOCAL"
"319","IA","Franklin","19069",50431,"AMBULANCE AND FIRE SERVICE COMBINED",-93.368976,42.7370797,"NO","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","COULTER VOLUNTEER FIRE DEPARTMENT","LOCAL"
"320","IA","Carroll","19027",50058,"AMBULANCE AND FIRE SERVICE COMBINED",-94.6763561,41.8705497,"YES","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","COON RAPIDS FIRE DEPARTMENT","LOCAL"
"321","IA","Calhoun","19025",50563,"AMBULANCE AND FIRE SERVICE COMBINED",-94.5334792,42.528281,"NO","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","MANSON FIRE DEPARTMENT","LOCAL"
"322","IA","Osceola","19143",51232,"AMBULANCE AND FIRE SERVICE COMBINED",-95.7903161,43.311335,"YES","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","ASHTON FIRE DEPARTMENT","LOCAL"
"323","IA","Harrison","19085",51550,"FIRE AND RESCUE SERVICE",-95.8725628,41.6943542,"NO","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","MAGNOLIA VOLUNTEER FIRE AND RESCUE ASSOCIATION","LOCAL"
"324","IA","Dubuque","19061",52046,"AMBULANCE AND FIRE SERVICE COMBINED",-91.0066279,42.4439398,"YES","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","FARLEY VOLUNTEER FIRE DEPARTMENT","LOCAL"
"325","IA","Kossuth","19109",50517,"AMBULANCE AND FIRE SERVICE COMBINED",-94.2175934,43.2932755,"NO","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","BANCROFT VOLUNTEER FIRE DEPARTMENT","LOCAL"
"326","IA","Poweshiek","19157",52211,"AMBULANCE SERVICES, AIR OR GROUND",-92.4458647,41.7296437,"YES","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","EAST POWESHIEK AMBULANCE SERVICE - TRAINING CENTER","NOT AVAILABLE"
"327","IA","Dickinson","19059",51355,"FIRE AND RESCUE SERVICE",-95.1311216,43.3803519,"YES","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","ARNOLDS PARK - OKOBOJI FIRE AND RESCUE","NOT AVAILABLE"
"328","IA","Butler","19023",50604,"AMBULANCE AND FIRE SERVICE COMBINED",-92.8841779,42.5847915,"NO","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","APLINGTON VOLUNTEER FIRE DEPARTMENT","LOCAL"
"329","IA","Emmet","19063",51334,"AMBULANCE AND FIRE SERVICE COMBINED",-94.8383373,43.4011314,"YES","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","ESTHERVILLE FIRE DEPARTMENT","LOCAL"
"330","IA","Cerro Gordo","19033",50469,"AMBULANCE SERVICES, AIR OR GROUND",-93.1867816,42.9864952,"YES","EMT PARAMEDIC","NOT AVAILABLE","NOT AVAILABLE","ROCKWELL - SWALEDALE EMERGENCY MEDICAL SERVICES","CITY/MUNICIPAL"
"331","IA","Montgomery","19137",51532,"AMBULANCE SERVICES, AIR OR GROUND",-95.1606634,41.1512998,"YES","EMT PARAMEDIC","NOT AVAILABLE","NOT AVAILABLE","ELLIOTT FIRST RESPONSE TEAM","CITY/MUNICIPAL"
"332","IA","Iowa","19095",52361,"AMBULANCE SERVICES, AIR OR GROUND",-92.0077265,41.6651429,"YES","EMT PARAMEDIC","NOT AVAILABLE","NOT AVAILABLE","WILLIAMSBURG FIRST RESPONDERS","CITY/MUNICIPAL"
"333","IA","Dickinson","19059",51360,"AMBULANCE SERVICES, AIR OR GROUND",-95.1018879,43.4221809,"NO","EMT BASIC","NOT AVAILABLE","NOT AVAILABLE","SPIRIT LAKE FIRST RESPONDERS","FIRE"
"334","IA","Hardin","19083",50126,"AMBULANCE SERVICES, AIR OR GROUND",-93.2633899,42.5202312,"YES","EMT PARAMEDIC","NOT AVAILABLE","NOT AVAILABLE","AMERICAN MEDICAL RESPONSE","PRIVATE"
"335","IA","Mitchell","19131",50466,"AMBULANCE SERVICES, AIR OR GROUND",-92.5566937,43.3631941,"NO","EMT INTERMEDIATE","NOT AVAILABLE","NOT AVAILABLE","RICEVILLE AMBULANCE SERVICE INCORPORATED","CITY/MUNICIPAL"
"336","IA","Dubuque","19061",52046,"AMBULANCE SERVICES, AIR OR GROUND",-91.0090209,42.4430598,"YES","EMT PARAMEDIC","NOT AVAILABLE","NOT AVAILABLE","REIFF AMBULANCE SERVICE","PRIVATE"
"337","IA","Fayette","19065",52147,"AMBULANCE SERVICES, AIR OR GROUND",-91.9527029,42.9387597,"YES","FIRST RESPONDER","NOT AVAILABLE","NOT AVAILABLE","HAWKEYE FIRST RESPONSE TEAM","CITY/MUNICIPAL"
"338","IA","Fayette","19065",52141,"AMBULANCE SERVICES, AIR OR GROUND",-91.6429681,42.9532787,"YES","EMT PARAMEDIC","NOT AVAILABLE","NOT AVAILABLE","AREA AMBULANCE SERVICE - ELGIN","PRIVATE"
"339","IA","Fayette","19065",52175,"AMBULANCE SERVICES, AIR OR GROUND",-91.8109261,42.9688632,"YES","EMT PARAMEDIC","NOT AVAILABLE","NOT AVAILABLE","NORTHEAST IOWA MEDICAL TRANSPORT INCORPORATED","PRIVATE"
"340","IA","Jones","19105",52205,"AMBULANCE SERVICES, AIR OR GROUND",-91.2881012,42.1128941,"YES","EMT PARAMEDIC","NOT AVAILABLE","NOT AVAILABLE","ANAMOSA AREA AMBULANCE SERVICE","PRIVATE"
