"","county_number","county","aea","district_nces_code","district_number","district_name","school_nces_code","district_school_id","school_name","grade_start","grade_end","administrator","administrator_title","mailing_address","po_box","mailing_city","mailing_zip_code","phone_number","fax_number","email_address","physical_location","zip5","coords","public","type","geometry"
"162",97,"Woodbury",12,1926400,6039,"Sioux City  Comm School District",192640001533,145,"West High School",9,12,"Scott Cole","Principal","2001 Casselman","","Sioux City","51103",7122796772,7122796790,"coles@live.siouxcityschools.com","POINT (-96.443962 42.511841)","51103","(-96.443962 42.511841)",TRUE,"High",c(-96.443962, 42.511841)
"163",38,"Grundy",7,NA,9,"",NA,8302,"Timothy Christian School",0,8,"Rebecca Johnson","Principal","18000 D Ave","PO Box 70","Wellsburg","50680",6418693679,6418693510,"rjohnson@timothychristianschool.net","POINT (-92.964284 42.433266)","50680","(-92.964284 42.433266)",TRUE,"Elementary",c(-92.964284, 42.433266)
"164",38,"Grundy",7,NA,9,"",NA,8302,"Timothy Christian School",0,8,"Rebecca Johnson","Principal","18000 D Ave","PO Box 70","Wellsburg","50680",6418693679,6418693510,"rjohnson@timothychristianschool.net","POINT (-92.964284 42.433266)","50680","(-92.964284 42.433266)",TRUE,"Middle",c(-92.964284, 42.433266)
"165",97,"Woodbury",12,1926400,6039,"Sioux City  Comm School District",192640002211,547,"Loess Hills Elementary",0,5,"JOHN BEECK","Principal","1717 CASSELMAN STREET","","SIOUX CITY","51103",7122796843,7122796844,"beeckj@live.siouxcityschools.com","POINT (-96.44334 42.508165)","51103","(-96.44334 42.508165)",TRUE,"Elementary",c(-96.44334, 42.508165)
"166",25,"Dallas",11,1932010,7110,"Woodward-Granger  Comm School District",193201002223,427,"Woodward-Granger Early Learning Center",0,1,"Matt Brummond","Principal","2200 State Street","","Granger","50109",5159998058,5159999299,"mattbrummond@wghawks.school","POINT (-93.820562 41.761067)","50109","(-93.820562 41.761067)",TRUE,"Elementary",c(-93.820562, 41.761067)
"167",23,"Clinton",9,1907710,1278,"Clinton  Comm School District",190771001519,480,"Eagle Heights Elementary School",0,5,"Rhett Weis","Principal","1350 Main Ave","","Clinton","52732",5632434288,5632434289,"rweis@clintonia.org","POINT (-90.19686 41.87382600000001)","52732","(-90.19686 41.87382600000001)",TRUE,"Elementary",c(-90.19686, 41.873826)
"168",57,"Linn",10,1906540,1053,"Cedar Rapids  Comm School District",190654000247,502,"Hiawatha Elementary School",0,5,"Stephen Probert","Principal","603 Emmons St","","Hiawatha","52233",3195582172,3193781912,"SProbert@cr.k12.ia.us","POINT (-91.679625 42.038767)","52233","(-91.679625 42.038767)",TRUE,"Elementary",c(-91.679625, 42.038767)
"169",57,"Linn",10,1906540,1053,"Cedar Rapids  Comm School District",190654000248,505,"Hoover Elementary School",0,5,"Clinton Stone","Principal","4141 Johnson Av NW","","Cedar Rapids","52405",3195582369,3193900530,"cstone@cr.k12.ia.us","POINT (-91.725472 41.971349)","52405","(-91.725472 41.971349)",TRUE,"Elementary",c(-91.725472, 41.971349)
"170",71,"O'Brien",12,NA,2862,"",NA,8304,"Sanborn Christian School",0,8,"Anthony Minderhoud","Principal","405 West 2nd St","","Sanborn","51248",7127293288,NA,"sanchr@sanbornchristian.com","POINT (-95.660502 43.181501)","51248","(-95.660502 43.181501)",TRUE,"Elementary",c(-95.660502, 43.181501)
"171",71,"O'Brien",12,NA,2862,"",NA,8304,"Sanborn Christian School",0,8,"Anthony Minderhoud","Principal","405 West 2nd St","","Sanborn","51248",7127293288,NA,"sanchr@sanbornchristian.com","POINT (-95.660502 43.181501)","51248","(-95.660502 43.181501)",TRUE,"Middle",c(-95.660502, 43.181501)
"172",57,"Linn",10,NA,1053,"",NA,8216,"Regis Middle School",6,8,"Beth Globokar","Principal","735 Prairie Dr. NE","","Cedar Rapids","52402",3193631968,3192476099,"bglobokar@regisroyals.org","POINT (-91.64691900000001 42.002597)","52402","(-91.64691900000001 42.002597)",TRUE,"Middle",c(-91.646919, 42.002597)
"173",71,"O'Brien",12,NA,6099,"",NA,8203,"Zion-St. John Lutheran School",0,8,"Daniel Hoey","Principal","103 W Bertha St","P.O.Box 249","Paullina","51046-0249",7129493915,7129493657,"DJHoey@windstream.net","POINT (-95.688217 42.974194)","51046","(-95.688217 42.974194)",TRUE,"Elementary",c(-95.688217, 42.974194)
"174",71,"O'Brien",12,NA,6099,"",NA,8203,"Zion-St. John Lutheran School",0,8,"Daniel Hoey","Principal","103 W Bertha St","P.O.Box 249","Paullina","51046-0249",7129493915,7129493657,"DJHoey@windstream.net","POINT (-95.688217 42.974194)","51046","(-95.688217 42.974194)",TRUE,"Middle",c(-95.688217, 42.974194)
"175",28,"Delaware",1,NA,6961,"",NA,8137,"Hennessy Catholic School Petersburg Center",0,6,"Steven Cornelius","Principal","1623 300th Ave","","Dyersville","52040",5638757572,5638756140,"dbqe33@dbqarch.org","POINT (-91.213305 42.55547)","52040","(-91.213305 42.55547)",TRUE,"Elementary",c(-91.213305, 42.55547)
"176",94,"Webster",5,NA,2313,"",NA,8301,"Community Christian School",0,8,"Maurita Aubrey","Principal","2406 9 1/2 Ave. South","","Fort Dodge","50501",5155733011,5155767698,"ms.aubrey.ccs@gmail.com","POINT (-94.165334 42.494895)","50501","(-94.165334 42.494895)",TRUE,"Elementary",c(-94.165334, 42.494895)
"177",94,"Webster",5,NA,2313,"",NA,8301,"Community Christian School",0,8,"Maurita Aubrey","Principal","2406 9 1/2 Ave. South","","Fort Dodge","50501",5155733011,5155767698,"ms.aubrey.ccs@gmail.com","POINT (-94.165334 42.494895)","50501","(-94.165334 42.494895)",TRUE,"Middle",c(-94.165334, 42.494895)
"178",77,"Polk",11,1908970,1737,"Des Moines Independent  Comm School District",190897002228,724,"Moore Elementary School",0,5,"Beth Sloan","Principal","3725 52nd St","","Des Moines","50310",5152428426,5152785707,"elizabeth.sloan@dmschools.org","POINT (-93.690172 41.62878500000001)","50310","(-93.690172 41.62878500000001)",TRUE,"Elementary",c(-93.690172, 41.628785)
"179",84,"Sioux",12,NA,6990,"",NA,8311,"Ireton Christian School",0,8,"Marlin Schoonhoven","Principal","104 5th St","","Ireton","51027",7122782245,7122782245,"ics@mtcnet.net","POINT (-96.313151 42.973754)","51027","(-96.313151 42.973754)",TRUE,"Elementary",c(-96.313151, 42.973754)
"180",84,"Sioux",12,NA,6990,"",NA,8311,"Ireton Christian School",0,8,"Marlin Schoonhoven","Principal","104 5th St","","Ireton","51027",7122782245,7122782245,"ics@mtcnet.net","POINT (-96.313151 42.973754)","51027","(-96.313151 42.973754)",TRUE,"Middle",c(-96.313151, 42.973754)
"181",52,"Johnson",10,1914700,3141,"Iowa City  Comm School District",191470000881,468,"Bohumil Shimek Elementary School",0,6,"Elizabeth Bruening","Principal","1400 Grissel Place","","Iowa City","52245",3196881160,3196881161,"bruening.elizabeth@iowacityschools.org","POINT (-91.526738 41.679714)","52245","(-91.526738 41.679714)",TRUE,"Elementary",c(-91.526738, 41.679714)
"182",77,"Polk",11,NA,261,"",NA,8504,"Ankeny Christian Academy Elementary",0,6,"Joyce Hansen","Principal","1604 W 1st Street","","Ankeny","50023-2525",5159658114,5159658210,"joyce.hansen@ankenychristianacademy.com","POINT (-93.623057 41.731844)","50023","(-93.623057 41.731844)",TRUE,"Elementary",c(-93.623057, 41.731844)
"183",84,"Sioux",12,NA,5607,"",NA,8315,"Rock Valley Christian School",0,8,"Brad A Vis","Principal","1405 17th St","","Rock Valley","51247",7124762615,7124762777,"bvis@rockvalleychristian.com","POINT (-96.296736 43.207313)","51247","(-96.296736 43.207313)",TRUE,"Elementary",c(-96.296736, 43.207313)
"184",84,"Sioux",12,NA,5607,"",NA,8315,"Rock Valley Christian School",0,8,"Brad A Vis","Principal","1405 17th St","","Rock Valley","51247",7124762615,7124762777,"bvis@rockvalleychristian.com","POINT (-96.296736 43.207313)","51247","(-96.296736 43.207313)",TRUE,"Middle",c(-96.296736, 43.207313)
"185",82,"Scott",9,NA,1611,"",NA,8115,"John F Kennedy Cath Sch",0,8,"Chad C. Steimle","Principal","1627 W 42nd St","","Davenport","52806",5633913030,5633885206,"chad.steimle@olvjfkmail.com","POINT (-90.599018 41.563342)","52806","(-90.599018 41.563342)",TRUE,"Elementary",c(-90.599018, 41.563342)
"186",82,"Scott",9,NA,1611,"",NA,8115,"John F Kennedy Cath Sch",0,8,"Chad C. Steimle","Principal","1627 W 42nd St","","Davenport","52806",5633913030,5633885206,"chad.steimle@olvjfkmail.com","POINT (-90.599018 41.563342)","52806","(-90.599018 41.563342)",TRUE,"Middle",c(-90.599018, 41.563342)
"187",77,"Polk",11,1908970,1737,"Des Moines Independent  Comm School District",190897000567,751,"Oak Park",0,5,"Jill Bryson","Principal","3928 6th Avenue","","Des Moines","50313",5152428428,5152440302,"jill.bryson@dmschools.org","POINT (-93.624793 41.632436)","50313","(-93.624793 41.632436)",TRUE,"Elementary",c(-93.624793, 41.632436)
"188",77,"Polk",11,1908970,1737,"Des Moines Independent  Comm School District",190897000563,715,"Monroe Elementary School",0,5,"Laurel Prior Sweet","Principal","2250 30th St","","Des Moines","50310",5152428425,5152794331,"laurel.prior-sweet@dmschools.org","POINT (-93.658523 41.614457)","50310","(-93.658523 41.614457)",TRUE,"Elementary",c(-93.658523, 41.614457)
"189",84,"Sioux",12,NA,4149,"",NA,8317,"Unity Christian High School",9,12,"Wayne Dykstra","Principal","216 Michigan Ave SW","","Orange City","51041",7127374114,7127372686,"wdykstra@unitychristian.net","POINT (-96.071646 43.003808)","51041","(-96.071646 43.003808)",TRUE,"High",c(-96.071646, 43.003808)
"190",77,"Polk",11,1908970,1737,"Des Moines Independent  Comm School District",190897000746,739,"Brubaker Elementary School",0,5,"Adams Mark","Principal","2900 E 42nd Street","","Des Moines","50317",5152428405,5152655690,"mark.adams@dmschools.org","POINT (-93.532103 41.62261)","50317","(-93.532103 41.62261)",TRUE,"Elementary",c(-93.532103, 41.62261)
"191",82,"Scott",9,1908580,1611,"Davenport  Comm School District",190858000480,535,"Monroe Elementary School",0,5,"Ben Driscooll","Principal","1926 W 4th St","","Davenport","52802",5637236850,5633227477,"driscollb@davenportschools.org","POINT (-90.606196 41.5234)","52802","(-90.606196 41.5234)",TRUE,"Elementary",c(-90.606196, 41.5234)
"192",97,"Woodbury",12,NA,6039,"",NA,8217,"St Pauls Lutheran School",0,5,"Alyce L. Strong","Principal","614 Jennings St","","Sioux City","51101",7122586325,7122521141,"splutheran@cableone.net","POINT (-96.399373 42.496954)","51101","(-96.399373 42.496954)",TRUE,"Elementary",c(-96.399373, 42.496954)
"193",77,"Polk",11,1908970,1737,"Des Moines Independent  Comm School District",190897000531,503,"Findley Elementary School",0,5,"Barbara Adams","Principal","3025 Oxford Street","","Des Moines","50313",5152428407,5152447410,"barbara.adams@dmschools.org","POINT (-93.617504 41.623221)","50313","(-93.617504 41.623221)",TRUE,"Elementary",c(-93.617504, 41.623221)
"194",77,"Polk",11,1908970,1737,"Des Moines Independent  Comm School District",190897000552,647,"Lovejoy Elementary School",0,5,"Michelle Pospeshil","Principal","801 E Kenyon Ave","","Des Moines","50315",5152428419,5152850279,"michelle.pospeshil@dmschools.org","POINT (-93.602409 41.535445)","50315","(-93.602409 41.535445)",TRUE,"Elementary",c(-93.602409, 41.535445)
"195",77,"Polk",11,1908970,1737,"Des Moines Independent  Comm School District",190897001472,855,"South Union Elementary School",0,5,"Bill Szakacs","Principal","4201 South Union","","Des Moines","50315",5152428409,5159530486,"bill.szakacs@dmschools.org","POINT (-93.616106 41.545395)","50315","(-93.616106 41.545395)",TRUE,"Elementary",c(-93.616106, 41.545395)
"196",82,"Scott",9,1908580,1611,"Davenport  Comm School District",190858000484,576,"Walcott Elementary School",0,5,"Mike Lawler","Principal","545 E James St","","Walcott","52773",5634455200,5634455959,"lawlerm@davenportschools.org","POINT (-90.76661800000001 41.587435)","52773","(-90.76661800000001 41.587435)",TRUE,"Elementary",c(-90.766618, 41.587435)
"197",77,"Polk",11,1908970,1737,"Des Moines Independent  Comm School District",190897000571,778,"Phillips Elementary",0,5,"Kristy Fitzgerald","Principal","1701 Lay St","","Des Moines","50317",5152428431,5152653406,"kristy.fitzgerald@dmschools.org","POINT (-93.572442 41.607827)","50317","(-93.572442 41.607827)",TRUE,"Elementary",c(-93.572442, 41.607827)
"198",97,"Woodbury",12,NA,6039,"",NA,8106,"Bishop Heelan Catholic High School",9,12,"Christian Bork","Principal","1021 Douglas St","","Sioux City","51105",7122520573,7122524897,"borkc@bishopheelan.org","POINT (-96.406448 42.50146)","51105","(-96.406448 42.50146)",TRUE,"High",c(-96.406448, 42.50146)
"199",77,"Polk",11,1908970,1737,"Des Moines Independent  Comm School District",190897000577,859,"Stowe Elementary School",0,5,"Jennifer Williams","Principal","1411 E 33rd St","","Des Moines","50317",5152428435,5152660285,"jennifer.williams@dmschools.org","POINT (-93.551468 41.605495)","50317","(-93.551468 41.605495)",TRUE,"Elementary",c(-93.551468, 41.605495)
"200",77,"Polk",11,1908970,1737,"Des Moines Independent  Comm School District",190897000583,886,"Morris Elementary School",0,5,"Sherry Amos","Principal","1401 Geil Avenue","","Des Moines","50315",5152428421,5152851868,"sherry.amos@dmschools.org","POINT (-93.636415 41.524672)","50315","(-93.636415 41.524672)",TRUE,"Elementary",c(-93.636415, 41.524672)
"201",77,"Polk",11,1908970,1737,"Des Moines Independent  Comm School District",190897000561,272,"Merrill Middle School",6,8,"Alex Hanna","Principal","5301 Grand Ave","","Des Moines","50312",5152428448,5152741844,"alex.hanna@dmschools.org","POINT (-93.690182 41.582963)","50312","(-93.690182 41.582963)",TRUE,"Middle",c(-93.690182, 41.582963)
"202",77,"Polk",11,NA,5805,"",NA,8509,"Grand View Christian High School",9,12,"Dick McWilliams","Principal","2905 NE 46th Ave","","Des Moines","50317",5157773977,5157773660,"dmcwilliams@gvcsmail.org","POINT (-93.560975 41.643995000000004)","50317","(-93.560975 41.643995000000004)",TRUE,"High",c(-93.560975, 41.643995)
"203",82,"Scott",9,1908580,1611,"Davenport  Comm School District",190858000473,475,"Jackson Elementary School",0,5,"Teresa Bechen","Principal","1307 Wisconsin","","Davenport","52804",5637236650,5634455974,"bechent@mail.davenport.k12.ia.us","POINT (-90.649366 41.532359)","52804","(-90.649366 41.532359)",TRUE,"Elementary",c(-90.649366, 41.532359)
"204",97,"Woodbury",12,NA,6039,"",NA,8116,"Mater Dei School Nativity Center",5,8,"Mary Fischer","Principal","4243 Natalia Way","","Sioux City","51106",7122740268,7122740377,"fischerm@bishopheelan.org","POINT (-96.353946 42.451523)","51106","(-96.353946 42.451523)",TRUE,"Middle",c(-96.353946, 42.451523)
"205",77,"Polk",11,1930930,6957,"West Des Moines  Comm School District",193093000168,450,"Jordan Creek Elementary School",0,6,"Paul Wenger","Principal","4105 Fuller Rd","","West Des Moines","50265",5156335200,5156335299,"wengerp@wdmcs.org","POINT (-93.756523 41.559272)","50265","(-93.756523 41.559272)",TRUE,"Elementary",c(-93.756523, 41.559272)
"206",77,"Polk",11,1908970,1737,"Des Moines Independent  Comm School District",190897000728,790,"River Woods Elementary School",0,5,"Traci Shipley","Principal","2929 SE 22nd St","","Des Moines","50320",5152428433,5152442386,"traci.shipley@dmschools.org","POINT (-93.577462 41.558003)","50320","(-93.577462 41.558003)",TRUE,"Elementary",c(-93.577462, 41.558003)
"207",84,"Sioux",12,NA,4149,"",NA,8308,"Orange City Christian School",0,8,"Jason Alons","Principal","604 3rd St SW","","Orange City","51041",7127372274,7127378608,"jalons@occhristian.pvt.k12.ia.us","POINT (-96.065356 43.004056)","51041","(-96.065356 43.004056)",TRUE,"Elementary",c(-96.065356, 43.004056)
"208",84,"Sioux",12,NA,4149,"",NA,8308,"Orange City Christian School",0,8,"Jason Alons","Principal","604 3rd St SW","","Orange City","51041",7127372274,7127378608,"jalons@occhristian.pvt.k12.ia.us","POINT (-96.065356 43.004056)","51041","(-96.065356 43.004056)",TRUE,"Middle",c(-96.065356, 43.004056)
"209",97,"Woodbury",12,NA,6039,"",NA,8111,"Sacred Heart School",0,8,"Kate  Connealy","Principal","5010 Military Rd","","Sioux City","51103",7122331624,7122331469,"connealyk@bishopheelan.org","POINT (-96.473033 42.520203)","51103","(-96.473033 42.520203)",TRUE,"Elementary",c(-96.473033, 42.520203)
"210",97,"Woodbury",12,NA,6039,"",NA,8111,"Sacred Heart School",0,8,"Kate  Connealy","Principal","5010 Military Rd","","Sioux City","51103",7122331624,7122331469,"connealyk@bishopheelan.org","POINT (-96.473033 42.520203)","51103","(-96.473033 42.520203)",TRUE,"Middle",c(-96.473033, 42.520203)
"211",77,"Polk",11,NA,1737,"",NA,8107,"St Augustin School",0,8,"Nancy Oneill Dowdle","Principal","4320 Grand Ave","","Des Moines","50312",5152795947,5152798049,"ndowdle@staugustinschool.org","POINT (-93.676893 41.584558)","50312","(-93.676893 41.584558)",TRUE,"Elementary",c(-93.676893, 41.584558)
"212",77,"Polk",11,NA,1737,"",NA,8107,"St Augustin School",0,8,"Nancy Oneill Dowdle","Principal","4320 Grand Ave","","Des Moines","50312",5152795947,5152798049,"ndowdle@staugustinschool.org","POINT (-93.676893 41.584558)","50312","(-93.676893 41.584558)",TRUE,"Middle",c(-93.676893, 41.584558)
"213",82,"Scott",9,1908580,1611,"Davenport  Comm School District",190858002009,127,"Mid City High",9,12,"Jake Klipsch","Principal","3801 Marquette Street","","Davenport","52806",5633367600,5633910357,"klipschj@davenportschools.org","POINT (-90.591047 41.55842700000001)","52806","(-90.591047 41.55842700000001)",TRUE,"High",c(-90.591047, 41.558427)
"214",97,"Woodbury",12,1926400,6039,"Sioux City  Comm School District",192640002178,601,"Spalding Park Elementary",0,5,"Mimi Moore","Principal","4101 Stone Avenue","","Sioux City","51106",7122744043,7122744036,"moorem@live.siouxcityschools.com","POINT (-96.355638 42.479247)","51106","(-96.355638 42.479247)",TRUE,"Elementary",c(-96.355638, 42.479247)
"215",77,"Polk",11,NA,1737,"",NA,8505,"Bergman Academy",0,8,"Herb Hartman","Principal","100 45th St","","Des Moines","50312",5152740453,5152776203,"hhartman@bergmanacademy.org","POINT (-93.67943100000001 41.580857)","50312","(-93.67943100000001 41.580857)",TRUE,"Elementary",c(-93.679431, 41.580857)
"216",77,"Polk",11,NA,1737,"",NA,8505,"Bergman Academy",0,8,"Herb Hartman","Principal","100 45th St","","Des Moines","50312",5152740453,5152776203,"hhartman@bergmanacademy.org","POINT (-93.67943100000001 41.580857)","50312","(-93.67943100000001 41.580857)",TRUE,"Middle",c(-93.679431, 41.580857)
"217",82,"Scott",9,NA,621,"",NA,8114,"Lourdes Catholic School",0,8,"Jennifer Alongi","Principal","1453 Mississippi Blvd","","Bettendorf","52722",5633593466,5638231595,"jennifer.alongi@lourdes.pvt.k12.ia.us","POINT (-90.51181 41.528303)","52722","(-90.51181 41.528303)",TRUE,"Elementary",c(-90.51181, 41.528303)
"218",82,"Scott",9,NA,621,"",NA,8114,"Lourdes Catholic School",0,8,"Jennifer Alongi","Principal","1453 Mississippi Blvd","","Bettendorf","52722",5633593466,5638231595,"jennifer.alongi@lourdes.pvt.k12.ia.us","POINT (-90.51181 41.528303)","52722","(-90.51181 41.528303)",TRUE,"Middle",c(-90.51181, 41.528303)
"219",77,"Polk",11,1908970,1737,"Des Moines Independent  Comm School District",190897000544,589,"Howe Elementary",0,5,"Jill Burke","Principal","2900 Indianola","","Des Moines","50315",5152428413,5152884128,"jill.burke@dmschools.org","POINT (-93.603089 41.558675)","50315","(-93.603089 41.558675)",TRUE,"Elementary",c(-93.603089, 41.558675)
"220",77,"Polk",11,1908970,1737,"Des Moines Independent  Comm School District",190897000589,931,"Wright Elementary School",0,5,"Michelle Hurlburg","Principal","5001 SW 14th St","","Des Moines","50315",5152428442,5152856247,"michelle.hurlburg@dmschools.org","POINT (-93.635387 41.539471)","50315","(-93.635387 41.539471)",TRUE,"Elementary",c(-93.635387, 41.539471)
"221",77,"Polk",11,1915450,3231,"Johnston  Comm School District",191545000653,432,"Horizon Elementary",0,5,"Lindsey Cornwell","Principal","5905 N W 100th Street","PO Box 10","Johnston","50131",5159861121,5159861131,"lindsey.cornwell@johnston.k12.ia.us","POINT (-93.755863 41.66668)","50131","(-93.755863 41.66668)",TRUE,"Elementary",c(-93.755863, 41.66668)
"222",77,"Polk",11,1908970,1737,"Des Moines Independent  Comm School District",190897000539,562,"Hanawalt Elementary",0,5,"Kelly Schofield","Principal","225 56th Street","","Des Moines","50312",5152428411,5152551792,"kelly.schofield@dmschools.org","POINT (-93.693743 41.579616)","50312","(-93.693743 41.579616)",TRUE,"Elementary",c(-93.693743, 41.579616)
"223",77,"Polk",11,1928680,6579,"Urbandale  Comm School District",192868001658,441,"Rolling Green Elementary School",0,5,"Julia Taylor","Principal","8100 Airline Avenue","","Urbandale","50322-2446",5154575900,5154575904,"taylorj@urbandaleschools.com","POINT (-93.730005 41.632979)","50322","(-93.730005 41.632979)",TRUE,"Elementary",c(-93.730005, 41.632979)
"224",77,"Polk",11,1908970,1737,"Des Moines Independent  Comm School District",190897002166,706,"Mitchell Early Childhood Center",0,0,"Susan Guest","Supervisor","111 Porter","","Des Moines","50310",5152428424,NA,"susan.guest@dmschools.org","POINT (-93.61734600000001 41.53371)","50310","(-93.61734600000001 41.53371)",TRUE,"Elementary",c(-93.617346, 41.53371)
"225",77,"Polk",11,1908970,1737,"Des Moines Independent  Comm School District",190897000560,269,"Meredith Middle School",6,8,"Victor Colemon","Principal","4827 Madison Ave","","Des Moines","50310",5152427250,5152428291,"victor.colemon@dmschools.org","POINT (-93.684738 41.633099)","50310","(-93.684738 41.633099)",TRUE,"Middle",c(-93.684738, 41.633099)
"226",77,"Polk",11,NA,6579,"",NA,8502,"Des Moines Christian Elementary School",0,6,"Karla Lowe","Principal","13007 Douglas Parkway","Suite 200","Urbandale","50323",5152522485,5152516911,"klowe@dmcs.org","POINT (-93.797413 41.627208)","50323","(-93.797413 41.627208)",TRUE,"Elementary",c(-93.797413, 41.627208)
"227",79,"Poweshiek",7,NA,2709,"",NA,8501,"Central Iowa Christian  School",0,8,"Kim Hinton","Other Administrator","201 380th Ave","","Grinnell","50112",6412363000,6412361433,"cics@windstream.net","POINT (-92.74589 41.74618)","50112","(-92.74589 41.74618)",TRUE,"Elementary",c(-92.74589, 41.74618)
"228",79,"Poweshiek",7,NA,2709,"",NA,8501,"Central Iowa Christian  School",0,8,"Kim Hinton","Other Administrator","201 380th Ave","","Grinnell","50112",6412363000,6412361433,"cics@windstream.net","POINT (-92.74589 41.74618)","50112","(-92.74589 41.74618)",TRUE,"Middle",c(-92.74589, 41.74618)
"229",78,"Pottawattamie",13,NA,3645,"",NA,8100,"Heartland Christian School",0,6,"Justin Steinmetz","Principal","400 Wright Rd","","Council Bluffs","51501",7123225817,7123224287,"jsteinmetz@heartlandchristiancbia.org","POINT (-95.852246 41.218217)","51501","(-95.852246 41.218217)",TRUE,"Elementary",c(-95.852246, 41.218217)
"230",97,"Woodbury",12,1926400,6039,"Sioux City  Comm School District",192640001522,136,"North High School",9,12,"Ryan Dumkrieger","Principal","4200 Cheyenne","","Sioux City","51104-4340",7122397000,7122398270,"dumkrir@live.siouxcityschools.com","POINT (-96.393005 42.543388)","51104","(-96.393005 42.543388)",TRUE,"High",c(-96.393005, 42.543388)
"231",97,"Woodbury",12,1926400,6039,"Sioux City  Comm School District",192640002165,542,"Liberty Elementary School",0,5,"Stacie  Hendersen","Principal","1623 Rebecca Street","","Sioux City","51103",7122796845,7122796808,"henders1@live.siouxcityschools.com","POINT (-96.425472 42.507794000000004)","51103","(-96.425472 42.507794000000004)",TRUE,"Elementary",c(-96.425472, 42.507794)
"232",97,"Woodbury",12,1926400,6039,"Sioux City  Comm School District",192640001287,220,"North Middle School",6,8,"Shawn Chesteen","Principal","2101 Outer Dr N","","Sioux City","51108",7122796804,7122775941,"chestes@live.siouxcityschools.com","POINT (-96.383553 42.541073)","51108","(-96.383553 42.541073)",TRUE,"Middle",c(-96.383553, 42.541073)
"233",77,"Polk",11,1908970,1737,"Des Moines Independent  Comm School District",190897000587,913,"Windsor Elementary",0,5,"Robert Nichols","Principal","5912 University Avenue","","Des Moines","50311",5152428440,5152795372,"robert.nichols@dmschools.org","POINT (-93.699455 41.600415)","50311","(-93.699455 41.600415)",TRUE,"Elementary",c(-93.699455, 41.600415)
"234",77,"Polk",11,1908970,1737,"Des Moines Independent  Comm School District",190897000232,935,"Downtown School",0,6,"Robert Burnett","Principal","1800 Grand Ave","","Des Moines","50309",5152845848,5152840890,"robert.burnett@dmschools.org","POINT (-93.641783 41.584446)","50309","(-93.641783 41.584446)",TRUE,"Elementary",c(-93.641783, 41.584446)
"235",97,"Woodbury",12,1926400,6039,"Sioux City  Comm School District",192640002220,572,"Morningside Elementary",0,5,"Dawn  Stansbury","Principal","3601 Bushnell Ave","","Sioux City","51106",7122744048,7122747479,"stansbd@live.siouxcityschools.com","POINT (-96.36034 42.463514)","51106","(-96.36034 42.463514)",TRUE,"Elementary",c(-96.36034, 42.463514)
"236",84,"Sioux",12,NA,747,"",NA,8306,"Hull Protestant Reformed Christian School",0,8,"Loren Gritters","Principal","218 2nd St","","Hull","51239",7124392490,7124392592,"lgritters@hprcs.com","POINT (-96.146129 43.189373)","51239","(-96.146129 43.189373)",TRUE,"Elementary",c(-96.146129, 43.189373)
"237",84,"Sioux",12,NA,747,"",NA,8306,"Hull Protestant Reformed Christian School",0,8,"Loren Gritters","Principal","218 2nd St","","Hull","51239",7124392490,7124392592,"lgritters@hprcs.com","POINT (-96.146129 43.189373)","51239","(-96.146129 43.189373)",TRUE,"Middle",c(-96.146129, 43.189373)
"238",77,"Polk",11,1908970,1737,"Des Moines Independent  Comm School District",190897000580,988,"Ruby Van Meter School",6,12,"Cynthia Weisz","Principal","710 28th St","","Des Moines","50312",5152428220,5152428223,"cynthia.weisz@dmschools.org","POINT (-93.654457 41.590289)","50312","(-93.654457 41.590289)",TRUE,"High",c(-93.654457, 41.590289)
"239",77,"Polk",11,1908970,1737,"Des Moines Independent  Comm School District",190897000580,988,"Ruby Van Meter School",6,12,"Cynthia Weisz","Principal","710 28th St","","Des Moines","50312",5152428220,5152428223,"cynthia.weisz@dmschools.org","POINT (-93.654457 41.590289)","50312","(-93.654457 41.590289)",TRUE,"Middle",c(-93.654457, 41.590289)
"240",77,"Polk",11,1908970,1737,"Des Moines Independent  Comm School District",190897000569,760,"Park Ave Elementary School",0,5,"Dianna Anderson","Principal","3141 SW 9th St","","Des Moines","50315",5152428429,5152448238,"dianna.anderson@dmschools.org","POINT (-93.625657 41.556246)","50315","(-93.625657 41.556246)",TRUE,"Elementary",c(-93.625657, 41.556246)
"241",77,"Polk",11,1908970,1737,"Des Moines Independent  Comm School District",190897000557,266,"McCombs Middle School",6,8,"Nancy Croy","Principal","201 SW County Line Rd","","Des Moines","50320",5152428447,5152872644,"nancy.croy@dmschools.org","POINT (-93.61778000000001 41.51203)","50320","(-93.61778000000001 41.51203)",TRUE,"Middle",c(-93.61778, 41.51203)
"242",96,"Winneshiek",1,NA,6100,"",NA,8105,"De Sales Grade School",0,8,"Kristin Kriener","Principal","414 E Main St","","Ossian","52161",5635329352,5635329353,"dbqe46@dbqarch.org","POINT (-91.758049 43.143339)","52161","(-91.758049 43.143339)",TRUE,"Elementary",c(-91.758049, 43.143339)
"243",96,"Winneshiek",1,NA,6100,"",NA,8105,"De Sales Grade School",0,8,"Kristin Kriener","Principal","414 E Main St","","Ossian","52161",5635329352,5635329353,"dbqe46@dbqarch.org","POINT (-91.758049 43.143339)","52161","(-91.758049 43.143339)",TRUE,"Middle",c(-91.758049, 43.143339)
