"","year","county_name","dhs_service_area","judicial_district","abuse_type","occurances","County_FIPS","State_FIPS","lat","long"
"3108",2010,"Hancock","2-Northern","2-Second JD","Physical Abuse",3,"081","19",43.0818861,-93.7342723
"3109",2008,"Lucas","6-Des Moines","5-FifthJD","Sexual Abuse",1,"117","19",41.0293738,-93.3277207
"3110",2010,"Dallas","5-Des Moines","5-FifthJD","Denial of Critical Care (Neglect)",178,"049","19",41.6848862,-94.0397374
"3111",2011,"Monona","1-Western","3-Third JD","Presence of Illegal Drugs in Child's System (PID)",4,"133","19",42.0516663,-95.9599235
"3112",2005,"Hardin","4-Ames","2-Second JD","Denial of Critical Care (Neglect)",85,"083","19",42.3838803,-93.2404025
"3113",2006,"Des Moines","8-Davenport","8-Eigth JD","Exposure to Manufacturing of Meth",1,"057","19",40.9231829,-91.1814707
"3114",2009,"Pocahontas","4-Ames","2-Second JD","Sexual Abuse",1,"151","19",42.7341351,-94.6787466
"3115",2005,"Keokuk","7-Cedar Rapids","8-Eigth JD","Physical Abuse",8,"107","19",41.336465,-92.1786426
"3116",2006,"OBrien","1-Sioux City","3-Third JD","Sexual Abuse",1,"141","19",43.0837527,-95.6248784
"3117",2009,"Lyon","1-Sioux City","3-Third JD","Physical Abuse",6,"119","19",43.380497,-96.2102924
"3118",2006,"Fayette","3-Dubuque","1-First JD","Presence of Illegal Drugs in Child's System (PID)",8,"065","19",42.8625919,-91.8443207
"3119",2004,"Mahaska","7-Cedar Rapids","8-Eigth JD","Sexual Abuse",7,"123","19",41.3352035,-92.6409094
"3120",2007,"Cerro Gordo","2-Waterloo","2-Second JD","Denial of Critical Care (Neglect)",355,"033","19",43.0815577,-93.2608184
"3121",2007,"Franklin","2-Waterloo","2-Second JD","Physical Abuse",4,"069","19",42.7325458,-93.262473
"3122",2009,"Warren","6-Des Moines","5-FifthJD","Physical Abuse",18,"181","19",41.3343735,-93.5613594
"3123",2005,"Wapello","7-Cedar Rapids","8-Eigth JD","Denial of Critical Care (Neglect)",557,"179","19",41.0305845,-92.4094499
"3124",2010,"Wright","2-Northern","2-Second JD","Presence of Illegal Drugs in Child's System (PID)",6,"197","19",42.7331189,-93.7351465
"3125",2008,"Monroe","7-Cedar Rapids","8-Eigth JD","Sexual Abuse",4,"135","19",41.0297826,-92.8689877
"3126",2005,"OBrien","1-Sioux City","3-Third JD","Denial of Critical Care (Neglect)",57,"141","19",43.0837527,-95.6248784
"3127",2007,"Mahaska","7-Cedar Rapids","8-Eigth JD","Sexual Abuse",16,"123","19",41.3352035,-92.6409094
"3128",2012,"Scott","3-Eastern","7-Seventh JD","Denial of Critical Care (Neglect)",713,"163","19",41.6370978,-90.6232428
"3129",2008,"Sac","5-Council Bluffs","2-Second JD","Denial of Critical Care (Neglect)",34,"161","19",42.3862604,-95.1053946
"3130",2005,"Adams","6-Des Moines","5-FifthJD","Denial of Critical Care (Neglect)",15,"003","19",41.0289839,-94.6991849
"3131",2012,"Dickinson","1-Western","3-Third JD","Denial of Critical Care (Neglect)",72,"059","19",43.3779848,-95.1508301
"3132",2005,"Wayne","6-Des Moines","5-FifthJD","Denial of Critical Care (Neglect)",53,"185","19",40.7394702,-93.3273639
"3133",2012,"Linn","4-Cedar Rapids","6-SixthJD","Exposure to Manufacturing of Meth",8,"113","19",42.0789478,-91.5989646
"3134",2011,"Buena Vista","1-Western","3-Third JD","Denial of Critical Care (Neglect)",126,"021","19",42.7354936,-95.151149
"3135",2008,"Marion","6-Des Moines","5-FifthJD","Physical Abuse",15,"125","19",41.3344515,-93.0994367
"3136",2009,"Fayette","3-Dubuque","1-First JD","Sexual Abuse",10,"065","19",42.8625919,-91.8443207
"3137",2006,"Clinton","3-Dubuque","7-Seventh JD","Cohabitation w/ a Registered Sex Offender",12,"045","19",41.8980358,-90.5319724
"3138",2012,"Decatur","5-Des Moines","5-FifthJD","Exposure to Manufacturing of Meth",3,"053","19",40.7376827,-93.7862815
"3139",2006,"Linn","7-Cedar Rapids","6-SixthJD","Exposure to Manufacturing of Meth",12,"113","19",42.0789478,-91.5989646
"3140",2004,"Jefferson","7-Cedar Rapids","8-Eigth JD","Presence of Illegal Drugs in Child's System (PID)",18,"101","19",41.0317596,-91.9488774
"3141",2005,"Floyd","2-Waterloo","2-Second JD","Sexual Abuse",4,"067","19",43.0599208,-92.7890033
"3142",2010,"Madison","5-Des Moines","5-FifthJD","Denial of Critical Care (Neglect)",52,"121","19",41.3307142,-94.0155619
"3143",2004,"Union","6-Des Moines","5-FifthJD","Sexual Abuse",3,"175","19",41.0277304,-94.2423792
"3144",2006,"Cedar","8-Davenport","7-Seventh JD","Sexual Abuse",5,"031","19",41.7723207,-91.1324125
"3145",2004,"Monroe","7-Cedar Rapids","8-Eigth JD","Physical Abuse",4,"135","19",41.0297826,-92.8689877
"3146",2009,"Cass","5-Council Bluffs","4-FourthJD","Denial of Critical Care (Neglect)",67,"029","19",41.3314876,-94.9278266
"3147",2012,"Winnebago","2-Northern","2-Second JD","Sexual Abuse",7,"189","19",43.3775678,-93.7341955
"3148",2004,"Dickinson","1-Sioux City","3-Third JD","Physical Abuse",17,"059","19",43.3779848,-95.1508301
"3149",2011,"Delaware","2-Northern","1-First JD","Sexual Abuse",1,"055","19",42.471211,-91.3673502
"3150",2006,"Henry","8-Davenport","8-Eigth JD","Denial of Critical Care (Neglect)",132,"087","19",40.9879383,-91.5445241
"3151",2010,"Emmet","1-Western","3-Third JD","Denial of Critical Care (Neglect)",36,"063","19",43.3780225,-94.6784803
"3152",2010,"Pottawattamie","1-Western","4-FourthJD","Allows Access by Registered Sex Offender",8,"155","19",41.3366123,-95.5423935
"3153",2005,"Dallas","6-Des Moines","5-FifthJD","Presence of Illegal Drugs in Child's System (PID)",1,"049","19",41.6848862,-94.0397374
"3154",2007,"Webster","4-Ames","2-Second JD","Physical Abuse",22,"187","19",42.4279662,-94.1817881
"3155",2008,"Cherokee","1-Sioux City","3-Third JD","Sexual Abuse",5,"035","19",42.7356226,-95.6238055
"3156",2009,"Story","4-Ames","2-Second JD","Presence of Illegal Drugs in Child's System (PID)",13,"169","19",42.0362415,-93.4650448
"3157",2009,"Benton","7-Cedar Rapids","6-SixthJD","Allows Access by Registered Sex Offender",2,"011","19",42.0801864,-92.0656912
"3158",2006,"Chickasaw","2-Waterloo","1-First JD","Presence of Illegal Drugs in Child's System (PID)",4,"037","19",43.0600414,-92.3176637
"3159",2010,"Clayton","2-Northern","1-First JD","Allows Access by Registered Sex Offender",1,"043","19",42.8447493,-91.3414328
"3160",2007,"Carroll","5-Council Bluffs","2-Second JD","Denial of Critical Care (Neglect)",86,"027","19",42.0362382,-94.8605593
"3161",2009,"Webster","4-Ames","2-Second JD","Exposure to Manufacturing of Meth",6,"187","19",42.4279662,-94.1817881
"3162",2008,"Jones","7-Cedar Rapids","6-SixthJD","Denial of Critical Care (Neglect)",42,"105","19",42.1212397,-91.1314352
"3163",2011,"Keokuk","4-Cedar Rapids","8-Eigth JD","Sexual Abuse",3,"107","19",41.336465,-92.1786426
"3164",2011,"Henry","3-Eastern","8-Eigth JD","Presence of Illegal Drugs in Child's System (PID)",5,"087","19",40.9879383,-91.5445241
"3165",2004,"Monona","5-Council Bluffs","3-Third JD","Denial of Critical Care (Neglect)",27,"133","19",42.0516663,-95.9599235
"3166",2007,"Clinton","3-Dubuque","7-Seventh JD","Sexual Abuse",17,"045","19",41.8980358,-90.5319724
"3167",2012,"Fayette","2-Northern","1-First JD","Sexual Abuse",10,"065","19",42.8625919,-91.8443207
"3168",2011,"Iowa","4-Cedar Rapids","6-SixthJD","Mental Injury",2,"095","19",41.6863229,-92.065524
"3169",2011,"Boone","5-Des Moines","2-Second JD","Allows Access by Registered Sex Offender",2,"015","19",42.0365493,-93.931671
"3170",2009,"Page","5-Council Bluffs","4-FourthJD","Physical Abuse",3,"145","19",40.7391444,-95.1501747
"3171",2008,"Osceola","1-Sioux City","3-Third JD","Physical Abuse",4,"143","19",43.3785704,-95.6236852
"3172",2004,"Johnson","7-Cedar Rapids","6-SixthJD","Exposure to Manufacturing of Meth",5,"103","19",41.6715511,-91.5880849
"3173",2004,"Adams","6-Des Moines","5-FifthJD","Denial of Critical Care (Neglect)",12,"003","19",41.0289839,-94.6991849
"3174",2007,"Shelby","5-Council Bluffs","4-FourthJD","Physical Abuse",3,"165","19",41.6850926,-95.3102113
"3175",2006,"Woodbury","1-Sioux City","3-Third JD","Exposure to Manufacturing of Meth",1,"193","19",42.3897169,-96.0447673
"3176",2010,"Monroe","4-Cedar Rapids","8-Eigth JD","Denial of Critical Care (Neglect)",52,"135","19",41.0297826,-92.8689877
"3177",2009,"Grundy","2-Waterloo","1-First JD","Sexual Abuse",2,"075","19",42.4018651,-92.7914177
"3178",2006,"Page","5-Council Bluffs","4-FourthJD","Cohabitation w/ a Registered Sex Offender",1,"145","19",40.7391444,-95.1501747
"3179",2007,"Delaware","3-Dubuque","1-First JD","Physical Abuse",15,"055","19",42.471211,-91.3673502
"3180",2009,"Chickasaw","2-Waterloo","1-First JD","Physical Abuse",11,"037","19",43.0600414,-92.3176637
"3181",2004,"Lyon","1-Sioux City","3-Third JD","Presence of Illegal Drugs in Child's System (PID)",5,"119","19",43.380497,-96.2102924
"3182",2011,"Union","5-Des Moines","5-FifthJD","Physical Abuse",11,"175","19",41.0277304,-94.2423792
"3183",2005,"Tama","4-Ames","6-SixthJD","Exposure to Manufacturing of Meth",6,"171","19",42.0798117,-92.5325425
"3184",2011,"Cass","1-Western","4-FourthJD","Physical Abuse",14,"029","19",41.3314876,-94.9278266
"3185",2006,"Hancock","2-Waterloo","2-Second JD","Physical Abuse",9,"081","19",43.0818861,-93.7342723
"3186",2005,"Butler","2-Waterloo","2-Second JD","Presence of Illegal Drugs in Child's System (PID)",8,"023","19",42.7315661,-92.7901934
"3187",2010,"Plymouth","1-Western","3-Third JD","Mental Injury",2,"149","19",42.7378346,-96.2140431
"3188",2011,"Johnson","4-Cedar Rapids","6-SixthJD","Mental Injury",3,"103","19",41.6715511,-91.5880849
"3189",2008,"Story","4-Ames","2-Second JD","Denial of Critical Care (Neglect)",258,"169","19",42.0362415,-93.4650448
"3190",2004,"Woodbury","1-Sioux City","3-Third JD","Presence of Illegal Drugs in Child's System (PID)",122,"193","19",42.3897169,-96.0447673
"3191",2008,"Winnebago","2-Waterloo","2-Second JD","Physical Abuse",7,"189","19",43.3775678,-93.7341955
"3192",2004,"Winneshiek","3-Dubuque","1-First JD","Physical Abuse",6,"191","19",43.2906746,-91.8437074
"3193",2004,"Kossuth","1-Sioux City","3-Third JD","Mental Injury",2,"109","19",43.20413,-94.2067199
"3194",2004,"Chickasaw","2-Waterloo","1-First JD","Denial of Critical Care (Neglect)",42,"037","19",43.0600414,-92.3176637
"3195",2005,"Howard","3-Dubuque","1-First JD","Presence of Illegal Drugs in Child's System (PID)",1,"089","19",43.3567673,-92.3171989
"3196",2012,"Poweshiek","4-Cedar Rapids","8-Eigth JD","Sexual Abuse",1,"157","19",41.6864422,-92.5314684
"3197",2012,"Page","1-Western","4-FourthJD","Allows Access by Registered Sex Offender",1,"145","19",40.7391444,-95.1501747
"3198",2007,"Pocahontas","4-Ames","2-Second JD","Sexual Abuse",5,"151","19",42.7341351,-94.6787466
"3199",2006,"Allamakee","3-Dubuque","1-First JD","Sexual Abuse",1,"005","19",43.2842838,-91.3780923
"3200",2004,"Grundy","2-Waterloo","1-First JD","Presence of Illegal Drugs in Child's System (PID)",3,"075","19",42.4018651,-92.7914177
"3201",2010,"Boone","5-Des Moines","2-Second JD","Physical Abuse",15,"015","19",42.0365493,-93.931671
"3202",2010,"OBrien","1-Western","3-Third JD","Sexual Abuse",3,"141","19",43.0837527,-95.6248784
"3203",2008,"Hardin","4-Ames","2-Second JD","Physical Abuse",13,"083","19",42.3838803,-93.2404025
"3204",2004,"Bremer","2-Waterloo","2-Second JD","Denial of Critical Care (Neglect)",58,"017","19",42.7745873,-92.3180548
"3205",2008,"Adams","6-Des Moines","5-FifthJD","Exposure to Manufacturing of Meth",1,"003","19",41.0289839,-94.6991849
"3206",2008,"Marshall","4-Ames","2-Second JD","Physical Abuse",27,"127","19",42.0358499,-92.9987706
"3207",2010,"Jackson","3-Eastern","7-Seventh JD","Denial of Critical Care (Neglect)",97,"097","19",42.1717426,-90.5742294
"3208",2005,"Ida","1-Sioux City","3-Third JD","Denial of Critical Care (Neglect)",43,"093","19",42.3868747,-95.5134962
"3209",2009,"Mitchell","2-Waterloo","2-Second JD","Exposure to Manufacturing of Meth",2,"131","19",43.3564124,-92.7890315
"3210",2011,"Scott","3-Eastern","7-Seventh JD","Sexual Abuse",61,"163","19",41.6370978,-90.6232428
"3211",2011,"Linn","4-Cedar Rapids","6-SixthJD","Sexual Abuse",43,"113","19",42.0789478,-91.5989646
"3212",2007,"Harrison","5-Council Bluffs","4-FourthJD","Sexual Abuse",1,"085","19",41.6828528,-95.8169209
"3213",2008,"Jasper","4-Ames","5-FifthJD","Denial of Critical Care (Neglect)",197,"099","19",41.6860394,-93.053765
"3214",2007,"Boone","6-Des Moines","2-Second JD","Sexual Abuse",5,"015","19",42.0365493,-93.931671
"3215",2005,"Benton","7-Cedar Rapids","6-SixthJD","Exposure to Manufacturing of Meth",5,"011","19",42.0801864,-92.0656912
"3216",2006,"Fremont","5-Council Bluffs","4-FourthJD","Cohabitation w/ a Registered Sex Offender",2,"071","19",40.7455892,-95.6046765
"3217",2012,"Palo Alto","1-Western","3-Third JD","Denial of Critical Care (Neglect)",62,"147","19",43.0820643,-94.6781371
"3218",2007,"Linn","7-Cedar Rapids","6-SixthJD","Presence of Illegal Drugs in Child's System (PID)",88,"113","19",42.0789478,-91.5989646
"3219",2011,"Wapello","4-Cedar Rapids","8-Eigth JD","Mental Injury",2,"179","19",41.0305845,-92.4094499
"3220",2010,"Polk","5-Des Moines","5-FifthJD","Denial of Critical Care (Neglect)",1508,"153","19",41.6855048,-93.5735335
"3221",2008,"Lyon","1-Sioux City","3-Third JD","Sexual Abuse",2,"119","19",43.380497,-96.2102924
"3222",2005,"Lucas","6-Des Moines","5-FifthJD","Physical Abuse",2,"117","19",41.0293738,-93.3277207
"3223",2008,"Floyd","2-Waterloo","2-Second JD","Sexual Abuse",4,"067","19",43.0599208,-92.7890033
"3224",2011,"Page","1-Western","4-FourthJD","Allows Access by Registered Sex Offender",3,"145","19",40.7391444,-95.1501747
"3225",2006,"Decatur","6-Des Moines","5-FifthJD","Cohabitation w/ a Registered Sex Offender",2,"053","19",40.7376827,-93.7862815
"3226",2009,"Appanoose","7-Cedar Rapids","8-Eigth JD","Physical Abuse",10,"007","19",40.7431635,-92.8686104
"3227",2005,"Bremer","2-Waterloo","2-Second JD","Presence of Illegal Drugs in Child's System (PID)",6,"017","19",42.7745873,-92.3180548
"3228",2005,"Jasper","4-Ames","5-FifthJD","Presence of Illegal Drugs in Child's System (PID)",8,"099","19",41.6860394,-93.053765
"3229",2010,"Linn","4-Cedar Rapids","6-SixthJD","Physical Abuse",108,"113","19",42.0789478,-91.5989646
"3230",2010,"Sac","1-Western","2-Second JD","Physical Abuse",4,"161","19",42.3862604,-95.1053946
"3231",2010,"Fremont","1-Western","4-FourthJD","Sexual Abuse",3,"071","19",40.7455892,-95.6046765
"3232",2007,"Jackson","3-Dubuque","7-Seventh JD","Physical Abuse",7,"097","19",42.1717426,-90.5742294
"3233",2008,"Allamakee","3-Dubuque","1-First JD","Physical Abuse",4,"005","19",43.2842838,-91.3780923
"3234",2010,"Mills","1-Western","4-FourthJD","Denial of Critical Care (Neglect)",38,"129","19",41.0334523,-95.6213267
"3235",2007,"Monona","5-Council Bluffs","3-Third JD","Physical Abuse",4,"133","19",42.0516663,-95.9599235
"3236",2009,"Wapello","7-Cedar Rapids","8-Eigth JD","Physical Abuse",32,"179","19",41.0305845,-92.4094499
"3237",2008,"OBrien","1-Sioux City","3-Third JD","Denial of Critical Care (Neglect)",141,"141","19",43.0837527,-95.6248784
"3238",2006,"Sioux","1-Sioux City","3-Third JD","Sexual Abuse",12,"167","19",43.0826174,-96.1778827
"3239",2011,"Cherokee","1-Western","3-Third JD","Presence of Illegal Drugs in Child's System (PID)",10,"035","19",42.7356226,-95.6238055
"3240",2011,"Montgomery","1-Western","4-FourthJD","Denial of Critical Care (Neglect)",106,"137","19",41.03014,-95.1563758
"3241",2013,"Allamakee","2-Northern","1-First JD","Physical Abuse",6,"005","19",43.2842838,-91.3780923
"3242",2004,"Winnebago","2-Waterloo","2-Second JD","Physical Abuse",5,"189","19",43.3775678,-93.7341955
"3243",2012,"Story","5-Des Moines","2-Second JD","Sexual Abuse",6,"169","19",42.0362415,-93.4650448
"3244",2007,"Wapello","7-Cedar Rapids","8-Eigth JD","Physical Abuse",22,"179","19",41.0305845,-92.4094499
"3245",2006,"Kossuth","1-Sioux City","3-Third JD","Sexual Abuse",7,"109","19",43.20413,-94.2067199
"3246",2008,"Palo Alto","1-Sioux City","3-Third JD","Denial of Critical Care (Neglect)",35,"147","19",43.0820643,-94.6781371
"3247",2006,"Marion","6-Des Moines","5-FifthJD","Denial of Critical Care (Neglect)",97,"125","19",41.3344515,-93.0994367
"3248",2006,"Marshall","4-Ames","2-Second JD","Denial of Critical Care (Neglect)",254,"127","19",42.0358499,-92.9987706
"3249",2005,"Dubuque","3-Dubuque","1-First JD","Denial of Critical Care (Neglect)",519,"061","19",42.468832,-90.8824564
"3250",2004,"Greene","5-Council Bluffs","2-Second JD","Denial of Critical Care (Neglect)",25,"073","19",42.0362394,-94.3968356
"3251",2012,"Appanoose","4-Cedar Rapids","8-Eigth JD","Allows Access by Registered Sex Offender",1,"007","19",40.7431635,-92.8686104
"3252",2005,"Chickasaw","2-Waterloo","1-First JD","Denial of Critical Care (Neglect)",40,"037","19",43.0600414,-92.3176637
"3253",2006,"Black Hawk","2-Waterloo","1-First JD","Sexual Abuse",51,"013","19",42.4700957,-92.3088197
"3254",2010,"Adams","5-Des Moines","5-FifthJD","Sexual Abuse",2,"003","19",41.0289839,-94.6991849
"3255",2007,"Clayton","3-Dubuque","1-First JD","Cohabitation w/ a Registered Sex Offender",1,"043","19",42.8447493,-91.3414328
"3256",2010,"Palo Alto","1-Western","3-Third JD","Other",1,"147","19",43.0820643,-94.6781371
"3257",2005,"Palo Alto","1-Sioux City","3-Third JD","Presence of Illegal Drugs in Child's System (PID)",1,"147","19",43.0820643,-94.6781371
"3258",2009,"Clayton","3-Dubuque","1-First JD","Denial of Critical Care (Neglect)",37,"043","19",42.8447493,-91.3414328
"3259",2011,"Madison","5-Des Moines","5-FifthJD","Physical Abuse",6,"121","19",41.3307142,-94.0155619
"3260",2010,"Des Moines","3-Eastern","8-Eigth JD","Physical Abuse",32,"057","19",40.9231829,-91.1814707
"3261",2009,"Buena Vista","1-Sioux City","3-Third JD","Denial of Critical Care (Neglect)",117,"021","19",42.7354936,-95.151149
"3262",2005,"Jefferson","7-Cedar Rapids","8-Eigth JD","Presence of Illegal Drugs in Child's System (PID)",76,"101","19",41.0317596,-91.9488774
"3263",2011,"Clay","1-Western","3-Third JD","Presence of Illegal Drugs in Child's System (PID)",7,"041","19",43.0825804,-95.1509194
"3264",2005,"Iowa","7-Cedar Rapids","6-SixthJD","Physical Abuse",14,"095","19",41.6863229,-92.065524
"3265",2009,"Worth","2-Waterloo","2-Second JD","Denial of Critical Care (Neglect)",31,"195","19",43.3773984,-93.2608476
"3266",2011,"Hamilton","2-Northern","2-Second JD","Sexual Abuse",3,"079","19",42.3837722,-93.7068085
"3267",2009,"Linn","7-Cedar Rapids","6-SixthJD","Physical Abuse",131,"113","19",42.0789478,-91.5989646
"3268",2005,"Clayton","3-Dubuque","1-First JD","Sexual Abuse",4,"043","19",42.8447493,-91.3414328
"3269",2011,"Buena Vista","1-Western","3-Third JD","Presence of Illegal Drugs in Child's System (PID)",2,"021","19",42.7354936,-95.151149
"3270",2012,"Davis","4-Cedar Rapids","8-Eigth JD","Sexual Abuse",2,"051","19",40.7476891,-92.4097173
"3271",2008,"Davis","7-Cedar Rapids","8-Eigth JD","Mental Injury",1,"051","19",40.7476891,-92.4097173
"3272",2007,"Buchanan","3-Dubuque","1-First JD","Denial of Critical Care (Neglect)",72,"019","19",42.4707777,-91.8378392
"3273",2006,"Appanoose","7-Cedar Rapids","8-Eigth JD","Presence of Illegal Drugs in Child's System (PID)",52,"007","19",40.7431635,-92.8686104
"3274",2008,"Lee","8-Davenport","8-Eigth JD","Physical Abuse",25,"111","19",40.6419764,-91.479264
"3275",2004,"Shelby","5-Council Bluffs","4-FourthJD","Physical Abuse",6,"165","19",41.6850926,-95.3102113
"3276",2012,"Webster","2-Northern","2-Second JD","Sexual Abuse",22,"187","19",42.4279662,-94.1817881
"3277",2004,"Linn","7-Cedar Rapids","6-SixthJD","Sexual Abuse",86,"113","19",42.0789478,-91.5989646
"3278",2010,"Jefferson","4-Cedar Rapids","8-Eigth JD","Denial of Critical Care (Neglect)",75,"101","19",41.0317596,-91.9488774
"3279",2009,"Mills","5-Council Bluffs","4-FourthJD","Sexual Abuse",4,"129","19",41.0334523,-95.6213267
"3280",2007,"Page","5-Council Bluffs","4-FourthJD","Sexual Abuse",1,"145","19",40.7391444,-95.1501747
"3281",2006,"Pottawattamie","5-Council Bluffs","4-FourthJD","Denial of Critical Care (Neglect)",795,"155","19",41.3366123,-95.5423935
"3282",2013,"Butler","2-Northern","2-Second JD","Denial of Critical Care (Neglect)",63,"023","19",42.7315661,-92.7901934
"3283",2008,"Polk","6-Des Moines","5-FifthJD","Sexual Abuse",72,"153","19",41.6855048,-93.5735335
"3284",2009,"Allamakee","3-Dubuque","1-First JD","Mental Injury",1,"005","19",43.2842838,-91.3780923
"3285",2006,"Jackson","3-Dubuque","7-Seventh JD","Physical Abuse",17,"097","19",42.1717426,-90.5742294
"3286",2005,"Henry","8-Davenport","8-Eigth JD","Physical Abuse",10,"087","19",40.9879383,-91.5445241
"3287",2011,"Boone","5-Des Moines","2-Second JD","Presence of Illegal Drugs in Child's System (PID)",3,"015","19",42.0365493,-93.931671
"3288",2004,"Iowa","7-Cedar Rapids","6-SixthJD","Sexual Abuse",4,"095","19",41.6863229,-92.065524
"3289",2005,"Bremer","2-Waterloo","2-Second JD","Cohabitation w/ a Registered Sex Offender",2,"017","19",42.7745873,-92.3180548
"3290",2009,"Keokuk","7-Cedar Rapids","8-Eigth JD","Allows Access by Registered Sex Offender",6,"107","19",41.336465,-92.1786426
"3291",2004,"Dallas","6-Des Moines","5-FifthJD","Presence of Illegal Drugs in Child's System (PID)",10,"049","19",41.6848862,-94.0397374
"3292",2005,"Pottawattamie","5-Council Bluffs","4-FourthJD","Cohabitation w/ a Registered Sex Offender",3,"155","19",41.3366123,-95.5423935
"3293",2007,"Dubuque","3-Dubuque","1-First JD","Exposure to Manufacturing of Meth",7,"061","19",42.468832,-90.8824564
"3294",2006,"Greene","5-Council Bluffs","2-Second JD","Denial of Critical Care (Neglect)",46,"073","19",42.0362394,-94.3968356
"3295",2005,"Marshall","4-Ames","2-Second JD","Physical Abuse",31,"127","19",42.0358499,-92.9987706
"3296",2010,"Lucas","5-Des Moines","5-FifthJD","Sexual Abuse",6,"117","19",41.0293738,-93.3277207
"3297",2012,"Wayne","5-Des Moines","5-FifthJD","Sexual Abuse",1,"185","19",40.7394702,-93.3273639
"3298",2009,"Wayne","6-Des Moines","5-FifthJD","Physical Abuse",1,"185","19",40.7394702,-93.3273639
"3299",2008,"Humboldt","4-Ames","2-Second JD","Denial of Critical Care (Neglect)",24,"091","19",42.7764686,-94.2071868
"3300",2010,"Story","5-Des Moines","2-Second JD","Physical Abuse",26,"169","19",42.0362415,-93.4650448
"3301",2005,"Greene","5-Council Bluffs","2-Second JD","Physical Abuse",5,"073","19",42.0362394,-94.3968356
"3302",2005,"Cedar","8-Davenport","7-Seventh JD","Denial of Critical Care (Neglect)",75,"031","19",41.7723207,-91.1324125
"3303",2010,"Black Hawk","2-Northern","1-First JD","Allows Access by Registered Sex Offender",5,"013","19",42.4700957,-92.3088197
"3304",2008,"Webster","4-Ames","2-Second JD","Physical Abuse",35,"187","19",42.4279662,-94.1817881
"3305",2006,"Black Hawk","2-Waterloo","1-First JD","Cohabitation w/ a Registered Sex Offender",9,"013","19",42.4700957,-92.3088197
"3306",2012,"Scott","3-Eastern","7-Seventh JD","Presence of Illegal Drugs in Child's System (PID)",86,"163","19",41.6370978,-90.6232428
"3307",2006,"Washington","7-Cedar Rapids","8-Eigth JD","Exposure to Manufacturing of Meth",3,"183","19",41.335591,-91.7178676
"3308",2004,"Pocahontas","4-Ames","2-Second JD","Sexual Abuse",2,"151","19",42.7341351,-94.6787466
"3309",2004,"Delaware","3-Dubuque","1-First JD","Denial of Critical Care (Neglect)",98,"055","19",42.471211,-91.3673502
"3310",2011,"Plymouth","1-Western","3-Third JD","Presence of Illegal Drugs in Child's System (PID)",3,"149","19",42.7378346,-96.2140431
"3311",2007,"Clinton","3-Dubuque","7-Seventh JD","Cohabitation w/ a Registered Sex Offender",5,"045","19",41.8980358,-90.5319724
"3312",2009,"Dallas","6-Des Moines","5-FifthJD","Presence of Illegal Drugs in Child's System (PID)",2,"049","19",41.6848862,-94.0397374
"3313",2006,"Jefferson","7-Cedar Rapids","8-Eigth JD","Presence of Illegal Drugs in Child's System (PID)",53,"101","19",41.0317596,-91.9488774
"3314",2010,"Henry","3-Eastern","8-Eigth JD","Physical Abuse",15,"087","19",40.9879383,-91.5445241
"3315",2006,"Clinton","3-Dubuque","7-Seventh JD","Physical Abuse",34,"045","19",41.8980358,-90.5319724
"3316",2009,"Boone","6-Des Moines","2-Second JD","Denial of Critical Care (Neglect)",182,"015","19",42.0365493,-93.931671
"3317",2009,"Pottawattamie","5-Council Bluffs","4-FourthJD","Sexual Abuse",41,"155","19",41.3366123,-95.5423935
"3318",2011,"Greene","1-Western","2-Second JD","Denial of Critical Care (Neglect)",29,"073","19",42.0362394,-94.3968356
"3319",2009,"Tama","4-Ames","6-SixthJD","Sexual Abuse",3,"171","19",42.0798117,-92.5325425
"3320",2008,"Greene","5-Council Bluffs","2-Second JD","Sexual Abuse",6,"073","19",42.0362394,-94.3968356
"3321",2004,"Poweshiek","4-Ames","8-Eigth JD","Denial of Critical Care (Neglect)",64,"157","19",41.6864422,-92.5314684
"3322",2005,"Mills","5-Council Bluffs","4-FourthJD","Sexual Abuse",2,"129","19",41.0334523,-95.6213267
"3323",2005,"Clinton","3-Dubuque","7-Seventh JD","Presence of Illegal Drugs in Child's System (PID)",19,"045","19",41.8980358,-90.5319724
"3324",2011,"Hamilton","2-Northern","2-Second JD","Presence of Illegal Drugs in Child's System (PID)",5,"079","19",42.3837722,-93.7068085
"3325",2010,"Kossuth","1-Western","3-Third JD","Denial of Critical Care (Neglect)",32,"109","19",43.20413,-94.2067199
"3326",2006,"Butler","2-Waterloo","2-Second JD","Physical Abuse",10,"023","19",42.7315661,-92.7901934
"3327",2005,"Allamakee","3-Dubuque","1-First JD","Physical Abuse",13,"005","19",43.2842838,-91.3780923
"3328",2006,"Louisa","8-Davenport","8-Eigth JD","Denial of Critical Care (Neglect)",42,"115","19",41.2185073,-91.2596184
"3329",2005,"Ringgold","6-Des Moines","5-FifthJD","Denial of Critical Care (Neglect)",19,"159","19",40.7352023,-94.2439719
"3330",2005,"Shelby","5-Council Bluffs","4-FourthJD","Denial of Critical Care (Neglect)",45,"165","19",41.6850926,-95.3102113
"3331",2007,"Hamilton","4-Ames","2-Second JD","Sexual Abuse",1,"079","19",42.3837722,-93.7068085
"3332",2009,"Shelby","5-Council Bluffs","4-FourthJD","Physical Abuse",2,"165","19",41.6850926,-95.3102113
